scenario,scenario_type,scenario_group,fault_percentage,workload_users,checkout_error,checkout_success,checkout_success_rate,checkout_http_req_duration,iteration_duration_p(95),normalized_iteration_duration_p(95),rt_fc_GRPC_BACKOFF_MULTIPLIER,rt_fc_GRPC_INITIAL_BACKOFF,rt_fc_GRPC_MAX_ATTEMPTS,rt_fc_GRPC_MAX_BACKOFF,rt_cp_GRPC_BACKOFF_MULTIPLIER,rt_cp_GRPC_INITIAL_BACKOFF,rt_cp_GRPC_MAX_ATTEMPTS,rt_cp_GRPC_MAX_BACKOFF
retry-checkpay-300vu-75f-00204,retry,retry_all,75,300,851,149.0,0.149,2391.924741,31864.137195,0.46575486758154705,2.0,1.0,2.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-300vu-75f-00205,retry,retry_all,75,300,866,134.0,0.134,2351.564313,25042.06231535,0.2398897260826138,2.0,1.0,2.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-300vu-75f-00206,retry,retry_all,75,300,831,169.0,0.169,1996.868814,27016.5669619,0.30526159303670347,2.0,1.0,2.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-300vu-75f-00207,retry,retry_all,75,300,862,138.0,0.138,1891.0138160000001,24898.3952995,0.235133200914518,2.0,1.0,2.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-300vu-75f-00208,retry,retry_all,75,300,835,165.0,0.165,1808.857243,25593.3026024,0.2581401803257734,2.0,1.0,2.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-300vu-75f-00209,retry,retry_all,75,300,868,132.0,0.132,1907.67844,24425.521662949996,0.2194773084309747,2.0,1.0,2.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-300vu-75f-00210,retry,retry_all,75,300,852,148.0,0.148,2209.980493,32043.932451599998,0.4717075259427052,2.0,1.0,2.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-300vu-75f-00211,retry,retry_all,75,300,850,150.0,0.15,1800.8223945,22588.305634750002,0.15865079076677857,2.0,1.0,2.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-300vu-75f-00212,retry,retry_all,75,300,854,146.0,0.146,2142.4242775000002,28407.7683455,0.35132146527552105,2.0,1.0,2.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-300vu-75f-00213,retry,retry_all,75,300,825,175.0,0.175,1588.031992,24384.24449135,0.21811070452108228,2.0,1.0,2.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-300vu-75f-00214,retry,retry_all,75,300,848,152.0,0.152,2508.9049480000003,33887.1822731,0.5327338103349898,2.0,1.0,2.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-300vu-75f-00215,retry,retry_all,75,300,819,181.0,0.181,2506.502834,27671.652404549997,0.3269501509620049,2.0,1.0,2.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-300vu-75f-00216,retry,retry_all,75,300,813,187.0,0.187,2901.596542,28753.161634349995,0.3627567405305016,2.0,1.0,2.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-300vu-75f-00217,retry,retry_all,75,300,817,183.0,0.183,2888.744529,32197.45303839999,0.4767902829737097,1.0,1.5,2.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-300vu-75f-00218,retry,retry_all,75,300,801,199.0,0.199,2701.183663,31993.333909,0.4700323102369851,1.0,1.5,2.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-300vu-75f-00220,retry,retry_all,75,300,885,115.0,0.115,1425.000599,23111.458195099993,0.17597131702213417,1.0,1.5,2.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-300vu-75f-00219,retry,retry_all,75,300,832,168.0,0.168,2799.8511505,34643.96260865,0.5577892810807726,1.0,1.5,2.0,15.0,2.0,0.5,2.0,15.0
retry-checkpay-300vu-75f-00221,retry,retry_all,75,300,899,101.0,0.101,1611.867252,24996.347932499997,0.23837621505655457,1.0,1.5,2.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-300vu-75f-00222,retry,retry_all,75,300,894,106.0,0.106,1698.198713,24745.420064799997,0.2300684993917576,1.0,1.5,2.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-300vu-75f-00223,retry,retry_all,75,300,902,98.0,0.098,1649.560509,25805.52875969999,0.2651665604071948,1.0,1.5,2.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-300vu-75f-00224,retry,retry_all,75,300,880,120.0,0.12,1590.5791239999999,24895.9491445,0.23505221365551682,1.0,1.5,2.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-300vu-75f-00225,retry,retry_all,75,300,909,91.0,0.091,2208.122544,27886.534725649995,0.33406447127028044,1.0,1.5,2.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-300vu-75f-00226,retry,retry_all,75,300,890,110.0,0.11,1496.07298,21701.530276299996,0.1292914469677915,1.0,1.5,2.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-300vu-75f-00227,retry,retry_all,75,300,890,110.0,0.11,1590.8370825,27103.61349055,0.3081435280575533,1.0,1.5,2.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-300vu-75f-00228,retry,retry_all,75,300,899,101.0,0.101,1182.881954,21068.072732200002,0.10831894514748716,1.0,1.5,2.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-300vu-75f-00229,retry,retry_all,75,300,882,118.0,0.118,1510.436778,27615.891256450002,0.3251040117993702,1.0,1.5,2.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-300vu-75f-00230,retry,retry_all,75,300,896,104.0,0.104,1398.349477,23448.75437875,0.18713851345300472,1.0,1.5,2.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-300vu-75f-00231,retry,retry_all,75,300,879,121.0,0.121,1899.065091,29703.31133855,0.3942142811131277,1.0,1.5,2.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-300vu-75f-00232,retry,retry_all,75,300,860,140.0,0.14,1700.3045305,23310.05088155,0.18254632037770938,1.0,1.5,2.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-300vu-75f-00233,retry,retry_all,75,300,870,130.0,0.13,1300.7860645,23291.33276345,0.1819266012353907,1.0,1.5,2.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-300vu-75f-00234,retry,retry_all,75,300,886,114.0,0.114,1902.6635195,26291.74521135,0.28126420659085444,1.0,1.5,2.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-300vu-75f-00235,retry,retry_all,75,300,894,106.0,0.106,1613.811279,26727.682688599994,0.2956972173274369,1.0,1.5,2.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-300vu-75f-00236,retry,retry_all,75,300,895,105.0,0.105,1204.443211,25714.562588799996,0.2621548539360108,1.0,1.5,2.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-300vu-75f-00237,retry,retry_all,75,300,877,123.0,0.123,1597.653446,24494.1370687,0.22174902614180803,1.0,1.5,2.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-300vu-75f-00238,retry,retry_all,75,300,891,109.0,0.109,1407.640362,22800.36995035,0.1656718125958918,1.0,1.5,2.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-300vu-75f-00239,retry,retry_all,75,300,884,116.0,0.116,1401.6737765,21306.82581665,0.11622357829120496,1.0,1.5,2.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-300vu-75f-00240,retry,retry_all,75,300,876,124.0,0.124,1747.186444,25590.416187649993,0.25804461695430125,1.0,1.5,2.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-300vu-75f-00241,retry,retry_all,75,300,899,101.0,0.101,1606.582542,24417.867515749997,0.2192238950529512,1.0,1.5,2.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-300vu-75f-00242,retry,retry_all,75,300,885,115.0,0.115,1301.377834,21011.512776850002,0.10644635908772283,1.0,1.5,2.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-300vu-75f-00243,retry,retry_all,75,300,896,104.0,0.104,1496.719858,27267.504971149996,0.3135696444677688,1.0,1.5,2.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-300vu-75f-00244,retry,retry_all,75,300,872,128.0,0.128,1706.3624465,25510.08536645,0.2553850254638612,1.0,1.5,2.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-300vu-75f-00245,retry,retry_all,75,300,904,96.0,0.096,1903.037856,35658.37549005,0.5913744458638813,1.0,1.5,2.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-300vu-75f-00246,retry,retry_all,75,300,821,179.0,0.179,1596.250074,24789.530624749994,0.23152891107595397,1.0,1.5,2.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-300vu-75f-00247,retry,retry_all,75,300,905,95.0,0.095,1202.383327,23405.499552949994,0.18570643340079465,1.0,1.5,2.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-300vu-75f-00248,retry,retry_all,75,300,882,118.0,0.118,1108.914334,22771.785045549997,0.16472542404383342,1.0,1.5,2.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-300vu-75f-00249,retry,retry_all,75,300,838,162.0,0.162,2244.8809364999997,28900.7508777,0.36764312274134586,1.0,1.5,2.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-300vu-75f-00250,retry,retry_all,75,300,888,112.0,0.112,1493.2727535,24853.62429604999,0.23365092327792245,1.0,1.5,2.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-300vu-75f-00251,retry,retry_all,75,300,859,141.0,0.141,1800.662785,28325.547132249983,0.34859928671657187,1.0,1.5,2.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-300vu-75f-00252,retry,retry_all,75,300,892,108.0,0.108,1309.3379175,22004.9787,0.13933801232594623,1.0,1.5,2.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-300vu-75f-00253,retry,retry_all,75,300,883,117.0,0.117,1689.180368,25913.272407999997,0.26873373532072203,1.5,1.5,2.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-300vu-75f-00254,retry,retry_all,75,300,888,112.0,0.112,1352.9063415,27793.9166084,0.33099807218685257,1.5,1.5,2.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-300vu-75f-00255,retry,retry_all,75,300,879,121.0,0.121,1691.394681,26632.46309995,0.29254468877222345,1.5,1.5,2.0,15.0,2.0,0.5,2.0,15.0
retry-checkpay-300vu-75f-00256,retry,retry_all,75,300,897,103.0,0.103,1516.128282,24319.1900791,0.21595688412374153,1.5,1.5,2.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-300vu-75f-00257,retry,retry_all,75,300,889,111.0,0.111,1693.555112,28880.6019066,0.36697603094173303,1.5,1.5,2.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-300vu-75f-00258,retry,retry_all,75,300,906,94.0,0.094,1699.3986965,24992.117698849997,0.23823616055132174,1.5,1.5,2.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-300vu-75f-00259,retry,retry_all,75,300,906,94.0,0.094,1599.942148,31877.827298199994,0.4662081192902941,1.5,1.5,2.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-300vu-75f-00260,retry,retry_all,75,300,882,118.0,0.118,1398.3625514999999,24549.640184549997,0.22358662237700705,1.5,1.5,2.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-300vu-75f-00261,retry,retry_all,75,300,882,118.0,0.118,1795.1903670000002,28011.575716299994,0.3382043263062571,1.5,1.5,2.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-300vu-75f-00262,retry,retry_all,75,300,895,105.0,0.105,1322.25643,21207.684109249996,0.11294119629373604,1.5,1.5,2.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-300vu-75f-00263,retry,retry_all,75,300,875,125.0,0.125,1576.687697,26034.202642349996,0.2727374915055798,1.5,1.5,2.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-300vu-75f-00264,retry,retry_all,75,300,881,119.0,0.119,1484.188601,24498.1958135,0.22188340299705098,1.5,1.5,2.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-300vu-75f-00265,retry,retry_all,75,300,891,109.0,0.109,1490.994115,28308.912807849996,0.3480485577813692,1.5,1.5,2.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-300vu-75f-00266,retry,retry_all,75,300,847,153.0,0.153,1795.197576,32727.249064899996,0.494330760995718,1.5,1.5,2.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-300vu-75f-00267,retry,retry_all,75,300,910,90.0,0.09,1997.718242,34284.53315035,0.5458892965614032,1.5,1.5,2.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-300vu-75f-00268,retry,retry_all,75,300,896,104.0,0.104,1965.699473,29690.6318013,0.39379448720502275,1.5,1.5,2.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-300vu-75f-00269,retry,retry_all,75,300,877,123.0,0.123,1916.224302,29300.8036401,0.38088806293630756,1.5,1.5,2.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-300vu-75f-00270,retry,retry_all,75,300,888,112.0,0.112,1498.8319945,21369.7826239,0.11830795121713965,1.5,1.5,2.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-300vu-75f-00271,retry,retry_all,75,300,859,141.0,0.141,1498.79233,25705.6245498,0.26185893348965517,1.5,1.5,2.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-300vu-75f-00272,retry,retry_all,75,300,883,117.0,0.117,1894.853131,24407.345866199994,0.21887554445487986,1.5,1.5,2.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-300vu-75f-00273,retry,retry_all,75,300,880,120.0,0.12,2012.1509445,28214.5038933,0.3449228690107573,1.5,1.5,2.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-300vu-75f-00274,retry,retry_all,75,300,834,166.0,0.166,1702.176622,30169.588094849994,0.40965176419521965,1.5,1.5,2.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-300vu-75f-00275,retry,retry_all,75,300,893,107.0,0.107,1405.323857,22477.4295192,0.15497990617970725,1.5,1.5,2.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-300vu-75f-00276,retry,retry_all,75,300,909,91.0,0.091,1385.420469,26907.3773964,0.30164654672059943,1.5,1.5,2.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-300vu-75f-00277,retry,retry_all,75,300,843,157.0,0.157,1996.803321,27105.94803995,0.3082208202802083,1.5,1.5,2.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-300vu-75f-00278,retry,retry_all,75,300,901,99.0,0.099,1885.368193,27913.2628693,0.3349493862051077,1.5,1.5,2.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-300vu-75f-00279,retry,retry_all,75,300,895,105.0,0.105,1500.191013,24378.1002475,0.21790728099802417,1.5,1.5,2.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-300vu-75f-00280,retry,retry_all,75,300,881,119.0,0.119,1604.064039,26172.45597095,0.27731478040636365,1.5,1.5,2.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-300vu-75f-00281,retry,retry_all,75,300,900,100.0,0.1,1695.2180405,29929.213751699997,0.4016934544454632,1.5,1.5,2.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-300vu-75f-00282,retry,retry_all,75,300,889,111.0,0.111,1800.750529,26866.227107649996,0.30028414364599143,1.5,1.5,2.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-300vu-75f-00283,retry,retry_all,75,300,880,120.0,0.12,1544.1770455,25495.995550249994,0.25491854006376674,1.5,1.5,2.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-300vu-75f-00284,retry,retry_all,75,300,819,181.0,0.181,2311.227369,25532.527400399995,0.2561280359501225,1.5,1.5,2.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-300vu-75f-00285,retry,retry_all,75,300,896,104.0,0.104,1941.7269845,27884.107733199995,0.3339841184446656,1.5,1.5,2.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-300vu-75f-00286,retry,retry_all,75,300,821,179.0,0.179,2690.506278,30888.14964715,0.4334418881016668,1.5,1.5,2.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-300vu-75f-00287,retry,retry_all,75,300,890,110.0,0.11,1404.870091,27816.547042199996,0.33174732021221004,1.5,1.5,2.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-300vu-75f-00288,retry,retry_all,75,300,893,107.0,0.107,1307.372487,31820.74147719999,0.4643181228793473,1.5,1.5,2.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-300vu-75f-00289,retry,retry_all,75,300,868,132.0,0.132,1692.644084,28644.297436949993,0.35915246649603355,2.0,1.5,2.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-300vu-75f-00290,retry,retry_all,75,300,890,110.0,0.11,1456.875323,26914.85553484999,0.30189413280385896,2.0,1.5,2.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-300vu-75f-00291,retry,retry_all,75,300,900,100.0,0.1,1244.4428320000002,24565.447841899986,0.2241099820332859,2.0,1.5,2.0,15.0,2.0,0.5,2.0,15.0
retry-checkpay-300vu-75f-00292,retry,retry_all,75,300,887,113.0,0.113,1313.078267,28287.533423200002,0.3473407294704348,2.0,1.5,2.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-300vu-75f-00293,retry,retry_all,75,300,884,116.0,0.116,1446.92678,30710.25029465,0.4275519993018765,2.0,1.5,2.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-300vu-75f-00294,retry,retry_all,75,300,892,108.0,0.108,1522.7926605,25169.55725525,0.24411082642949092,2.0,1.5,2.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-300vu-75f-00295,retry,retry_all,75,300,892,108.0,0.108,1400.6258109999999,25914.1817145,0.2687638406251803,2.0,1.5,2.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-300vu-75f-00296,retry,retry_all,75,300,885,115.0,0.115,1117.240539,19498.74037165,0.05636151549044624,2.0,1.5,2.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-300vu-75f-00297,retry,retry_all,75,300,890,110.0,0.11,1897.4713164999998,25697.210755099997,0.26158036971485293,2.0,1.5,2.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-300vu-75f-00298,retry,retry_all,75,300,883,117.0,0.117,1495.969717,23388.8449649,0.18515503357700505,2.0,1.5,2.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-300vu-75f-00299,retry,retry_all,75,300,879,121.0,0.121,1799.129469,28532.31010265,0.3554447916970941,2.0,1.5,2.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-300vu-75f-00300,retry,retry_all,75,300,892,108.0,0.108,1109.6081505000002,22999.18754595,0.17225426223985935,2.0,1.5,2.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-300vu-75f-00301,retry,retry_all,75,300,863,137.0,0.137,2198.836519,29211.667890399993,0.37793695801972854,2.0,1.5,2.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-300vu-75f-00302,retry,retry_all,75,300,886,114.0,0.114,1694.2438995,23006.915590649995,0.17251012221508197,2.0,1.5,2.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-300vu-75f-00303,retry,retry_all,75,300,872,128.0,0.128,1880.0276175,27013.721322599995,0.3051673796581509,2.0,1.5,2.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-300vu-75f-00304,retry,retry_all,75,300,881,119.0,0.119,1689.371186,26970.955682300002,0.30375149555132824,2.0,1.5,2.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-300vu-75f-00305,retry,retry_all,75,300,886,114.0,0.114,1589.9908165000002,30906.681693249997,0.4340554467753082,2.0,1.5,2.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-300vu-75f-00306,retry,retry_all,75,300,845,155.0,0.155,1981.981804,25890.401474899994,0.2679765248485453,2.0,1.5,2.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-300vu-75f-00307,retry,retry_all,75,300,877,123.0,0.123,1414.736901,22080.1344135,0.14182626643684243,2.0,1.5,2.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-300vu-75f-00308,retry,retry_all,75,300,884,116.0,0.116,1795.1851120000001,23433.8994297,0.18664669604725528,2.0,1.5,2.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-300vu-75f-00309,retry,retry_all,75,300,853,147.0,0.147,1792.351838,28043.96595065,0.33927670164568213,2.0,1.5,2.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-300vu-75f-00310,retry,retry_all,75,300,883,117.0,0.117,1499.285215,23913.534228049997,0.20252643696307068,2.0,1.5,2.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-300vu-75f-00311,retry,retry_all,75,300,867,133.0,0.133,1908.932476,32059.663249299996,0.47222834093097216,2.0,1.5,2.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-300vu-75f-00312,retry,retry_all,75,300,838,162.0,0.162,2463.1098334999997,32512.387292299998,0.4872171210068383,2.0,1.5,2.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-300vu-75f-00313,retry,retry_all,75,300,835,165.0,0.165,2196.894727,30784.706322699996,0.43001708823854673,2.0,1.5,2.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-300vu-75f-00314,retry,retry_all,75,300,834,166.0,0.166,3093.33651,34458.897019699994,0.5516621326439439,2.0,1.5,2.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-300vu-75f-00316,retry,retry_all,75,300,892,108.0,0.108,1590.255402,26736.046827649996,0.29597413710380593,2.0,1.5,2.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-300vu-75f-00315,retry,retry_all,75,300,841,159.0,0.159,2564.617153,26895.495692699995,0.3012531674723805,2.0,1.5,2.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-300vu-75f-00317,retry,retry_all,75,300,897,103.0,0.103,1488.226044,23499.605020749997,0.1888220756614615,2.0,1.5,2.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-300vu-75f-00318,retry,retry_all,75,300,864,136.0,0.136,2087.721311,25315.887794849994,0.24895553549754254,2.0,1.5,2.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-300vu-75f-00319,retry,retry_all,75,300,898,102.0,0.102,1708.7351915,24185.8431839,0.21154203733825203,2.0,1.5,2.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-300vu-75f-00320,retry,retry_all,75,300,859,141.0,0.141,1987.194043,29860.364671449996,0.39941400024317575,2.0,1.5,2.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-300vu-75f-00321,retry,retry_all,75,300,891,109.0,0.109,1579.189188,23647.85604575,0.19373036812815236,2.0,1.5,2.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-300vu-75f-00322,retry,retry_all,75,300,878,122.0,0.122,2504.5820759999997,32709.937899449997,0.49375762321830385,2.0,1.5,2.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-300vu-75f-00323,retry,retry_all,75,300,893,107.0,0.107,1113.967821,23299.141929,0.18218514695836444,2.0,1.5,2.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-300vu-75f-00324,retry,retry_all,75,300,866,134.0,0.134,2352.7450875,27985.907545849997,0.33735450494648267,2.0,1.5,2.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-300vu-75f-00325,retry,retry_all,75,300,895,105.0,0.105,1511.485765,23796.36670845,0.19864725667549082,1.0,0.5,3.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-300vu-75f-00326,retry,retry_all,75,300,880,120.0,0.12,1853.0252865,26931.132543199998,0.30243303172522973,1.0,0.5,3.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-300vu-75f-00328,retry,retry_all,75,300,902,98.0,0.098,1652.174226,27906.95367,0.33474050133975825,1.0,0.5,3.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-300vu-75f-00329,retry,retry_all,75,300,885,115.0,0.115,1393.212082,22789.641869049996,0.1653166274588794,1.0,0.5,3.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-300vu-75f-00330,retry,retry_all,75,300,893,107.0,0.107,2001.089259,28693.0422732,0.3607663097227903,1.0,0.5,3.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-300vu-75f-00331,retry,retry_all,75,300,943,57.0,0.057,1307.002202,25296.385887149998,0.24830986666220065,1.0,0.5,3.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-300vu-75f-00332,retry,retry_all,75,300,938,62.0,0.062,1448.9218065,23283.293746049996,0.1816604455811952,1.0,0.5,3.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-300vu-75f-00333,retry,retry_all,75,300,923,77.0,0.077,1900.007478,29178.25059105,0.37683057862938896,1.0,0.5,3.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-300vu-75f-00334,retry,retry_all,75,300,939,61.0,0.061,1392.482744,23895.40606755,0.20192625012714766,1.0,0.5,3.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-300vu-75f-00335,retry,retry_all,75,300,874,126.0,0.126,1892.237441,29919.245728999995,0.40136343331592145,1.0,0.5,3.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-300vu-75f-00336,retry,retry_all,75,300,942,58.0,0.058,1542.6995745,28157.55496605,0.3430374048758058,1.0,0.5,3.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-300vu-75f-00337,retry,retry_all,75,300,917,83.0,0.083,1887.836663,30809.011521449997,0.43082178435397694,1.0,0.5,3.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-300vu-75f-00338,retry,retry_all,75,300,942,58.0,0.058,1300.0500535,24007.19714675,0.20562742731550504,1.0,0.5,3.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-300vu-75f-00339,retry,retry_all,75,300,887,113.0,0.113,1702.14381,27896.45102615,0.3343927799820861,1.0,0.5,3.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-300vu-75f-00340,retry,retry_all,75,300,944,56.0,0.056,1145.5774725,24234.094897399995,0.2131395542652139,1.0,0.5,3.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-300vu-75f-00341,retry,retry_all,75,300,906,94.0,0.094,1492.3963095,26102.899785099995,0.2750119153636476,1.0,0.5,3.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-300vu-75f-00342,retry,retry_all,75,300,943,57.0,0.057,1611.472723,25788.7006008,0.26460941400259413,1.0,0.5,3.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-300vu-75f-00343,retry,retry_all,75,300,942,58.0,0.058,1092.2764305,27890.6009381,0.3341990953643555,1.0,0.5,3.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-300vu-75f-00344,retry,retry_all,75,300,950,50.0,0.05,1690.091472,25811.540292899994,0.2653655901482629,1.0,0.5,3.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-300vu-75f-00345,retry,retry_all,75,300,947,53.0,0.053,1183.677186,25486.279319499998,0.2545968552579123,1.0,0.5,3.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-300vu-75f-00346,retry,retry_all,75,300,928,72.0,0.072,1380.479824,22413.174677400002,0.15285255794750896,1.0,0.5,3.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-300vu-75f-00347,retry,retry_all,75,300,883,117.0,0.117,1595.864401,23100.393325699995,0.17560498151031612,1.0,0.5,3.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-300vu-75f-00348,retry,retry_all,75,300,939,61.0,0.061,1183.283247,23803.214102599995,0.19887396008697064,1.0,0.5,3.0,15.0,2.0,1.0,4.0,15.0
